"row_type","path","bytes","sha256","functional_block","current_responsibility","authority_or_owner","phase3_target_destination","phase4_classification","phase4_evidence","characterization_state","compatibility_obligation","current_or_future_action","expected_successor","coverage_mode","block_level_invariant_reference","notes","protected_contract_behavior","target_test_taxonomy","characterization_role","associated_production_block","migration_relevance","future_action","compatibility_migration_protection","support_class","sub_responsibility","reads_or_depends_on","writes_or_controls","runtime_or_regression_protection","migration_prerequisite","protected_contract_or_behavior","test_taxonomy","compatibility_or_migration_role","phase4_relevance","future_migration_relevance","active_or_support_status","phase_coverage","unique_surface_analysis"
"TEST_DART","test/predmet_lifecycle_referential_characterization_test.dart","10821","0CEE9743D0BCE35002270229AACAC18F1A8A7E42EBD49B4CDE484BA521732E5C","cross-cutting test support","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / cross-cutting test support","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/predmet_lifecycle_referential_characterization_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","PREDMET runtime/lifecycle acceptance","DIRECTLY ANALYZED","","Protects predmet lifecycle referential characterization test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects predmet lifecycle referential characterization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","cross-cutting test support","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects predmet lifecycle referential characterization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/predmet_lifecycle_referential_characterization_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/predmet_scenario_application_contract_test.dart","6069","979A3B74FF992594D58A8A5AF4675E7676445079B6EE8A1A74A5DDFEFE4FFF3A","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/predmet_scenario_application_contract_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects predmet scenario application contract test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects predmet scenario application contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects predmet scenario application contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/predmet_scenario_application_contract_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/preminulo_lice_status_options_test.dart","551","5A82F3B5EEF1F74CEADBA5A2AA327CCF499B52B76ADEC1E955661EBB6B1E5D3D","cross-cutting test support","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / cross-cutting test support","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/preminulo_lice_status_options_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects owning block behavior; no external format obligation identified","Retain in target test taxonomy and map to migration seam","Cross-feature compatibility characterization and migration-seam acceptance","DIRECTLY ANALYZED","","Protects preminulo lice status options test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects preminulo lice status options test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","cross-cutting test support","MEDIUM — feature behavior","Retain in target test taxonomy and map to migration seam","NO","","","","","","","Protects preminulo lice status options test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","NO","Named test behavior and assertions in test/preminulo_lice_status_options_test.dart; source/test inventory plus Phase 4 characterization register.","MEDIUM — feature behavior","","",""
"TEST_DART","test/presentation_potpun_entitlement_test.dart","7904","C5BC759E80D51F301DFF29C6A5060CF7860E892460862EE1A2D794E5674F190F","identity/settings","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / identity/settings","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/presentation_potpun_entitlement_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","Identity/recovery and entitlement acceptance","DIRECTLY ANALYZED","","Protects presentation potpun entitlement test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects presentation potpun entitlement test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","identity/settings","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects presentation potpun entitlement test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/presentation_potpun_entitlement_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_default_policy_characterization_test.dart","7009","87F21611058404FEE71A27A7D3F9A033A6C3FE7CD258D84C49F57555B9105666","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_default_policy_characterization_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario default policy characterization test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario default policy characterization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario default policy characterization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_default_policy_characterization_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_editable_business_policy_test.dart","5548","618F00CFF8336F781274AB8F24ABFCC6E813322B207C2C3BC0EBE6E77F10ED52","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_editable_business_policy_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario editable business policy test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario editable business policy test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario editable business policy test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_editable_business_policy_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_end_to_end_runtime_forensic_stabilization_test.dart","9509","D55B97D20E9230A70BFA18C69185B5919650B3B28F13F54535F876C87BD7237F","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_end_to_end_runtime_forensic_stabilization_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario end to end runtime forensic stabilization test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario end to end runtime forensic stabilization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario end to end runtime forensic stabilization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_end_to_end_runtime_forensic_stabilization_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_iriu_change_diff_lifecycle_test.dart","14535","6E439557F25F4C19BFE5774411368BA0A5949F5B2F2E8C3DC271B80D504194DE","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_iriu_change_diff_lifecycle_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario iriu change diff lifecycle test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario iriu change diff lifecycle test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario iriu change diff lifecycle test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_iriu_change_diff_lifecycle_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_map_1008_golden_consistency_test.dart","10560","1CFAFBBE5A46B505C5BEA6DAD4544DE3C7DDA0772A4F42BD9F42B6756C26926C","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_map_1008_golden_consistency_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario map 1008 golden consistency test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario map 1008 golden consistency test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario map 1008 golden consistency test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_map_1008_golden_consistency_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_module_narrow_responsive_test.dart","3866","A54295601E83470F8508729DC0DD14E497DD337294B242CCED0222D84DF41BD4","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_module_narrow_responsive_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario module narrow responsive test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario module narrow responsive test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario module narrow responsive test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_module_narrow_responsive_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_module_repository_test.dart","28781","FBD46A9BDB94BBCA5C0D7353437E45418A41E258EDD49F6BCF8D01AE61A210F1","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_module_repository_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario module repository test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario module repository test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario module repository test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_module_repository_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_module_screen_test.dart","13323","77A1B6D261774C453A0F3C98144D085ED67345569022D1B16D23DB0A69D8ABFB","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_module_screen_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario module screen test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario module screen test behavior; assertions cover the named contract/screen/lifecycle.","widget/smoke","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario module screen test behavior; assertions cover the named contract/screen/lifecycle.","widget/smoke","YES","Named test behavior and assertions in test/scenario_module_screen_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_open_predmet_bounded_detail_test.dart","5251","9A2AD519939F9D1619DC9687E960319DE34C75EF35A257C87B3B8924BB5C0DD9","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_open_predmet_bounded_detail_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario open predmet bounded detail test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario open predmet bounded detail test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario open predmet bounded detail test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_open_predmet_bounded_detail_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_owner_runtime_lifecycle_test.dart","9256","F7247467FEAD1ACFD28D93210DE0CCE9582817B7F2CDA761FA01217252EF83AE","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_owner_runtime_lifecycle_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario owner runtime lifecycle test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario owner runtime lifecycle test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario owner runtime lifecycle test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_owner_runtime_lifecycle_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_package_contract_test.dart","5908","BD0818C1DAC6EA36D40FE9A95E090279D185448642C3009F121BAEDE5A039827","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_package_contract_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario package contract test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario package contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario package contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_package_contract_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_persistence_contract_test.dart","19999","843772BAC89DAE7E5D2592C49B834AD238F1CAC1D8581FDC0CB5159CA43B5AEC","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_persistence_contract_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario persistence contract test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario persistence contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario persistence contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_persistence_contract_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_reconciliation_contract_test.dart","8303","0002FDBD313F89C93819C67C454FD8E78A4D43E73AD8B66E77D37D1F17944332","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_reconciliation_contract_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario reconciliation contract test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario reconciliation contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario reconciliation contract test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_reconciliation_contract_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_runtime_application_test.dart","3290","509B5CC0390FB3E940590D57B6766ADF04F071F8502C20D1A3414DE203E9C7D1","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_runtime_application_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario runtime application test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario runtime application test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario runtime application test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_runtime_application_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_runtime_single_truth_test.dart","3728","38D718CD39C13C41C93134FA966EA81CA96815F1F7BAC961C69A6BCD94FAE659","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_runtime_single_truth_test.dart; source/test inventory plus Phase 4 characterization register.","BEHAVIORAL COVERAGE — assertion depth tied to named test","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario runtime single truth test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario runtime single truth test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","behavioral regression evidence","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario runtime single truth test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_runtime_single_truth_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
"TEST_DART","test/scenario_startup_noop_timestamp_mutation_characterization_test.dart","6696","EE6A00192A64F5BC8DD04779E5C8E8A688491FF03AF4A006C35F5451D7FB1024","SCENARIO / locked contracts","Executable test of the named contract/behavior","Test contract plus owning production block","test taxonomy / SCENARIO / locked contracts","TEST EVIDENCE / RETAIN AND TAXONOMIZE","Named test behavior and assertions in test/scenario_startup_noop_timestamp_mutation_characterization_test.dart; source/test inventory plus Phase 4 characterization register.","DIRECT CHARACTERIZATION / REGRESSION","Protects compatibility, migration, locked contract or lifecycle behavior","Retain in target test taxonomy and map to migration seam","SCENARIO-locked compatibility characterization","DIRECTLY ANALYZED","","Protects scenario startup noop timestamp mutation characterization test behavior; assertions cover the named contract/screen/lifecycle. File-level test traceability reviewed; future action=Retain in target test taxonomy and map to migration seam. Explicit test traceability fields reconciled. Explicit test traceability fields reconciled.","Protects scenario startup noop timestamp mutation characterization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","characterization/regression proof","SCENARIO / locked contracts","HIGH — migration/compatibility or protected contract","Retain in target test taxonomy and map to migration seam","YES","","","","","","","Protects scenario startup noop timestamp mutation characterization test behavior; assertions cover the named contract/screen/lifecycle.","unit/domain/contract","YES","Named test behavior and assertions in test/scenario_startup_noop_timestamp_mutation_characterization_test.dart; source/test inventory plus Phase 4 characterization register.","HIGH — migration/compatibility or protected contract","","",""
