"exact_path","source_location","current_status","primary_information_purpose","ownership","unique_current_knowledge","conflicting_knowledge","newer_authority_or_superseding_home","target_information_home","proposed_disposition","owner_decision_required","migration_verification_status","classification_basis","authority_class","current_authority_home","target_section_topic","migration_evidence","review_required_reason"
"docs/tasks/OPC_TASK_CHARACTERIZATION_EVIDENCE_FOUNDATION_LOCK_CURRENT_BUSINESS_BEHAVIOR_BEFORE_SAFE_GROUPED_UPGRADES_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_CLEAN_VALIDATION_AND_BUILD_RUNTIME_TEST_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_DATE_INPUT_CALENDAR_PICKER_DIALOG_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_DEVELOPMENT_POTPUN_RUNTIME_UNLOCK_PARTE_UI_CLEANUP_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_DOCUMENTATION_ANTI_DRIFT_VALIDATION_GATE_PARTE_AUTHORITY_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_EXPLICIT_ZAVRSEN_IMMUTABLE_COMPLETION_20260801_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_FULL_BUSINESS_POLICY_AND_LOGIC_SNAPSHOT_ALL_DOMAINS_FLOWS_RULES_AND_CONSISTENCY_MAP_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_CLOSE_CONFIRMED_BUSINESS_VERSION_OWNER_DECISION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_DATABASE_REFERENTIAL_INTEGRITY_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_DOCUMENTATION_BLOCKER_EXTRACTION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_DOCUMENTATION_PROTECTION_MAP_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_DOCUMENTATION_RECONCILIATION_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_DOCUMENTATION_SEMANTIC_CONSOLIDATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_FIRM_IDENTITY_ADVISER_LINK_CORRECTION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_FIRM_SCOPED_PREDMET_IDENTITY_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_LOCAL_LOGIZMENA_IMPORT_OWNER_DECISION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_LOCAL_USER_IDENTITY_TRANSFER_REBIND_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_LOGIZMENA_TECHNICAL_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_LOGIZMENA_VISIBILITY_OWNER_DECISION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_PODSETNIK_ORPHAN_REFERENCE_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_PREDMET_BUSINESS_VERSION_MATRIX_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_PREDMET_LIFECYCLE_LOG_RETENTION_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_PREDMET_VERSION_IMPORT_FACT_CHECK_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_PROTECTION_REEVALUATION_AND_CLOSURE_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE_0_SEMANTIC_OWNER_DECISIONS_01_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GATE2A_IRIU_KATALOG_PICKER_CHARACTERIZATION_20260801_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GH_001_PUBLIC_GITHUB_FOUNDATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_GROUPED_BUILD_WINDOWS_RUNTIME_VALIDATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_INC_003_BACKUP_DERIVATIVE_COMPATIBILITY_CORRECTION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_IRIU_BASIC_SCENARIO_ORDER_REGRESSION_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_IRIU_BUSINESS_LOGIC_AUDIT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_IRIU_CITULJE_CATALOG_PICKER_NOVOSTI_FIX_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_IRIU_CONFIRMED_BUSINESS_LOGIC_ALIGNMENT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_IRIU_MANUAL_AMOUNT_SERBIAN_FORMAT_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
"docs/tasks/OPC_TASK_KATALOG_OSNOVNE_KATEGORIJE_IRIU_AUDIT_IMPLEMENTATION_REPORT.md","GIT","HISTORICAL EVIDENCE","Scoped task/audit/acceptance chronology and evidence","Historical/task evidence","NO","NO","Phase 1 current authority homes and current supporting evidence","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md; historical Git/local evidence","ARCHIVE","NO","VERIFIED â€” HISTORICAL; TARGET/ARCHIVE IDENTIFIED","Historical or superseded material; no current authority role","HISTORICAL EVIDENCE","docs/OPC_PHASE1_ARCHIVE_AND_INTERNAL_GOVERNANCE_CLASSIFICATION.md","Archive classification; preserve historical provenance","Manifest identifies the surviving authority home or historical evidence location; no deletion authorized by this correction","NONE â€” not current authority"
